target_deathrate,incidencerate,medincome,pcths25_over,pctbachdeg25_over,pctpubliccoverage,pctpubliccoveragealone,povertypercent
118.4,381.7,45784,35.1,12.6,37,19.4,11.4
198.2,421.7,33881,37.5,7.4,38.3,21.7,23.1
150.7,389.5,61501,27,17.8,27.3,16.3,10.5
184.3,427.2,46838,31.7,14.7,35.9,21.3,14
142,489,85336,22.6,25.7,27.3,15.7,9
157.5,486.8,65809,27.1,20.5,33.4,19.5,12.2
151.2,480.9,73413,29.3,19.5,30.7,15.5,7.7
154.9,488.8,76365,26.8,22.2,27.2,12.7,7.9
169,500.1,60387,30.2,18.4,34.3,20.6,13
162.6,490.4,65813,31.2,17.7,33.7,17.5,11.1
152.3,471.5,78653,27.4,21.4,24.6,11.8,7.5
172.2,431.4,57547,34.3,13.9,36.2,21,10.3
212.4,494.6,39546,42.1,6.1,39.4,22.7,18.1
200.3,488,34425,37.1,9.3,42.7,24.4,23.9
190.7,527.2,54271,33.5,14.1,38.7,20.5,14.1
177.2,485.9,64632,28.6,20.6,30.5,17,12.3
168.7,493.3,53316,35.3,13.5,45.4,23.1,13.9
182.3,483.7,69992,18,23.3,35.1,21.7,18.4
182.4,447.8,44325,21.5,21.5,25.2,13.2,21.6
206.1,475.3,47121,43.8,7.5,32.6,19.4,19.6
191.5,501.1,44800,30.6,14.4,36.3,19.6,15.6
209.9,434.4,39980,37,7.8,38.7,20.6,22.6
181.2,464.8,47973,28.8,16.9,38.1,18.3,14.5
157.6,438.3,51485,27.6,19.8,29.4,19.1,14.5
154.5,495.8,26504,38.9,7.8,54.1,32.2,33.2
174.7,381.9,35256,37.5,8.2,43.5,25.9,22.3
149.8,412.7,43242,34.9,13.1,51,20.1,11.9
184.3,452.5,36383,38.2,11.1,54.3,24.4,20.1
182.6,471.3,58539,30.7,16.7,29.7,14.9,10.9
123.2,346.3,58403,26.7,19.8,40.8,19.3,14.3
203.3,453.7,38484,36.1,9,43.2,25.5,21.7
160.4,392.9,36945,40.9,6.8,47.9,30.9,29.7
195.9,436.6,32121,41,6.1,50.4,28.7,27.1
189.2,504.4,46013,28.6,18.7,32,19.3,18.2
186.7,444.2,46139,28.9,16.4,35,18.2,15.3
197.7,510.4,33315,42.9,9.9,46.7,26.8,28.1
174.6,444.8,51556,34.7,15.1,42.2,17.9,11.6
216.2,412,36788,35.4,10.1,43.3,20.9,25.3
184.7,403.4,35849,34.6,10.4,40.5,24.8,25.6
209.2,383.8,40788,38.8,7.7,40.2,22.5,19.8
135.3,354.9,38783,44.5,5.8,47.5,24.1,21.1
189.1,434.7,38419,34.7,11.5,37.2,18.9,23.1
188.4,336.8,31734,37.4,7.2,47.8,28.4,31.7
161.9,422.3,35371,41.1,7.4,48.7,34.9,29.9
163.7,370.1,38494,32.2,6.3,37.4,27.2,25.3
178.1,447.5,40094,37.5,10.6,47.9,25.8,15.3
194.1,484,39930,35.5,9.4,41.8,22,17.3
161.6,413.7,35787,36.3,10.7,54.6,25.3,19.5
168.9,474.5,50758,27.3,19.5,31.1,19.7,16.8
191.5,259.6,35651,36.9,7.3,45,26.2,26.7
167.3,430.4,47548,30.3,16.4,45.1,20.6,14.7
173.5,367.9,40205,31.5,11.9,40.6,19.9,18
208.1,380.1,38071,36.7,7.8,36.6,22.6,25.6
171.3,474.6,46895,33.5,14.3,41.4,20.3,13.8
142.1,400.1,49147,31.6,16.2,41.4,20.9,16
155.8,390.5,45463,19,25.3,24.1,12.8,23.3
189.6,477.3,40124,33.1,13.3,36.7,20.7,20.1
232,496.9,37433,40.9,7,47.8,26.3,21.2
220.4,391.5,38473,43.5,6.8,35.2,20.3,24.7
166.9,293.5,33017,39,6.9,45.2,24.6,27.7
146.7,399.1,51673,30.7,16.8,39.8,19.3,14.1
183.4,490.1,39860,36.6,11.7,47.9,25.2,17.8
146.5,409.8,55472,26.1,19.8,40.6,17.8,12.1
137.3,408,42754,28.5,17.1,32,21.8,20.4
168.5,394.6,57411,27.9,19.2,31.5,15.2,14
176.3,490.1,56728,35.5,15.1,33.7,16,11.7
182.8,430.2,55952,26.2,17.8,31.1,14,12.4
211.1,463.6,36923,39.8,7.7,38.7,16.7,22
203.3,440.9,37065,37,7,46.5,29.2,25.9
161.7,440.7,47069,26.1,20.8,26.9,17.6,18.2
155.6,407.5,42945,34.3,12.7,34,23.1,19.3
144.3,422.3,52225,25.5,21.1,35.5,19.5,14.9
176.4,470.7,45219,33.7,14.2,39.4,21,14.7
165,430.8,45162,29.5,18.8,37.1,20,15.2
168.1,490.2,42768,36.2,12.8,40.2,24.1,18.1
211.6,488.3,32054,38.8,7.7,47.8,28.5,28.5
149.9,441.8,66560,21.2,27.6,27.5,11.9,8.2
162.4,414.6,42722,33.4,12.8,42.8,24.5,17.3
186.7,466.5,44852,26.5,18.6,33.2,18.7,19.5
190.7,426.5,58587,28,17.9,30.5,14.6,11.2
146.4,410.8,52109,30.2,19.3,43.9,17.2,10.8
160.8,427.8,56443,24.1,23.6,26.3,15,11.8
142.9,444.5,51907,30.6,16.3,65.1,21.8,10.9
198.7,421.4,38177,40.8,8.8,47.9,27.4,23.7
198.5,425.5,36374,39.2,5.4,41.6,20.6,23.4
362.8,1206.9,40207,37.4,5.5,35.8,22.5,24.3
178.3,422.4,40881,33.8,14.1,40.1,20.2,17.7
209.3,456.7,51642,39.4,11.6,31.7,17.7,15.1
169.8,499.8,68421,29.3,18.6,23.7,11.6,7.7
206.1,472,44402,39.6,12.5,36.5,20.7,16.5
207.3,438.1,38027,31.1,14.9,37.1,22,20.6
225.5,445.2,29652,40.1,9.4,45.3,26.4,26.8
258.7,456.9,41800,36.3,15.3,38.4,20.5,18
169.2,458.4,58205,26.6,19,24.3,12.4,12.6
195.8,372,36566,42.8,9.4,41.5,22.3,20.9
186.9,430.1,46071,33.2,14.1,33.5,16.5,18.6
192.4,376.6,41469,40.7,12,36.2,21,17.8
205.3,471.1,36953,40.3,9.9,39.1,18.8,19.2
210.2,495.5,46614,40,10.5,35.3,21.3,15.8
205.2,436.7,45574,35.1,18.3,25.4,13.4,15.9
182.4,408.4,36424,37.2,11.6,44.9,23.5,18.8
202.1,451.5,50348,42.3,17.6,32.8,19.1,12.4
186.6,415.5,52032,37.4,15.8,34.5,18,12
184.6,449.4,49136,35.6,14.5,34.5,18.7,14.5
227.9,496.9,40774,43.5,10.1,34.8,17.9,19.2
193.7,416.7,51199,37.7,12.7,32.2,17,12.1
174.4,445.9,49774,36,17.9,33.1,13.7,12.3
174.7,442.7,34872,37,10,38.6,16.4,25.2
223.9,419.5,33750,26.6,15.5,45.3,23.8,24.8
159.7,466.5,49204,38.6,13.2,30.1,17.7,10.6
200,452.5,35313,38.7,8.7,45.5,25,24.5
226.9,508.2,34837,38,8.2,41.4,23.3,23.4
209.2,448.8,41370,27.2,12.8,35.4,18.3,17.2
231.3,470.4,32645,44.8,8.5,43.9,26,23
215,415.2,35977,35.5,10.2,44,26.6,20.1
203.1,460.6,41514,34,13,38.7,21.4,18.2
174.7,465.5,59525,36.1,13.6,29.2,15,10
226.1,491.5,36699,34.7,13.2,42.3,22.7,19.1
191.7,374.7,35522,34.4,8.4,38,20,20.7
214.4,362.3,36627,39.8,8.5,39.5,23.7,24
198.3,393.5,46083,39.5,9.1,37.1,20.1,14.9
160.2,438.5,55602,34.4,17.7,31,17.4,13.8
200.2,456.5,52662,42.5,10.2,37.3,20.1,12.5
175,516.3,58392,34.7,16.6,28,13.6,10.2
202.4,454.6,34964,41.6,9.2,44.7,29.1,20.9
202.4,456,33450,38,9.2,49,24.9,22.4
182.3,478.7,54107,41.2,12.7,34.6,16.3,11.8
196.9,460.2,38517,35.1,8.3,45.1,23.1,18
202.5,434.6,41806,37.5,11.3,39.8,22,17.6
203.3,467.1,43783,39.2,13.3,34.9,18.6,15.1
211.7,483.4,41015,35.8,13.2,39.3,23.2,22.2
181.6,465.5,46874,35.4,17.1,34.3,16.2,13.4
189.7,391.8,39706,42.1,10,37.7,21.4,16.1
237.1,463.9,34172,37.3,7.7,43.2,27.5,25
186.1,454.5,48226,25.3,19.8,31.4,18.7,17.9
214.1,493.2,38183,37,10.6,41.9,23.8,21.5
173.6,405.2,48014,41.9,11.2,36.3,18.7,16.6
229.7,413.3,35580,36.4,9,42.9,25,22.1
213.8,430.4,43476,42.3,11.9,38.1,20.3,15.4
177.4,449.8,41037,27.4,21.1,26,14.1,23.7
195.8,418.2,39900,36.4,10.8,39,20,21.7
195.7,475.3,41423,33.5,16.7,35,20.2,17.3
190,460.2,45710,35.5,12.7,36.5,20.5,17.5
226.4,354.7,32215,39.2,8.4,46.9,26.7,23.1
153.2,362.3,56139,39.7,14.9,27.9,13.2,12.3
174.5,445.5,56465,33.1,16.8,27.8,13,10
208.9,484.1,35964,36.2,8.9,40.7,24.8,24.7
214.9,375.8,35592,39.5,9.4,42.7,27.3,27.9
189.1,441.8,42967,38.9,12.8,37.1,19.4,15.5
153.1,391.6,49780,28.4,14.9,22.9,12.5,13.6
166.1,398.1,35274,35.8,11.9,43,24.1,23.8
183.9,474,50507,25.8,20.7,29.5,17.3,14.8
177.5,420.3,58921,35.3,16.2,31.3,16.7,9.8
185.2,461,49056,33.8,18.5,33.2,15.5,13.9
186.9,442.3,47391,40,15,30.9,18.2,13.9
125.3,452.6,48831,33.5,16.9,27.1,12.1,14.3
155.7,378.2,56067,39.7,11.9,30.3,15.4,12.3
169.5,438.3,38966,31.8,13.1,45.6,22.3,20.6
155.6,414.8,54089,14.9,29,28.5,14.8,18.9
160.2,447.3,65555,23.5,21.5,28.3,13.5,9.5
180.2,465.6,45132,26.3,14.6,40.8,19.4,15.4
185.7,449,57517,33.8,12.4,35.5,17.3,12
200.3,453.1,39956,32.6,11.4,47.9,23.9,19.8
144.3,455.6,38155,37.8,10.5,49.4,26,18.3
189.8,393.2,40524,27.7,14.7,51.1,18.7,17.1
154.3,485.2,52387,22.9,20.7,35.8,19.1,13.2
189.2,419.4,41504,32.1,10.1,49.1,26.6,19.9
174.2,535.4,51978,39.3,10.3,35.3,14.1,11.7
131.4,400.3,41304,32.3,10.8,47.7,22.2,16.8
162.7,368.7,36340,33.9,9.8,42.2,20.9,21.3
166.7,431.3,54063,25.6,21,33.2,18.8,14.6
172.4,441.7,44835,27.4,15.9,43.4,24.4,18.1
163.9,358.5,42753,29.5,11.3,43.3,26.5,21.2
199.7,491.2,37230,32.1,10.3,50.6,26.2,20.6
177.9,438,39234,29.9,12.6,44.1,24.4,21.9
139.2,397.2,40328,33.4,12.1,48.3,25.6,19.3
169.1,418.7,44976,25,17.2,37,19.8,18.4
199.9,449.9,40226,28.1,14,46.3,23.8,18.8
186.5,477.4,44358,31,12,41.4,22.7,19.1
164.4,441.7,35094,29.9,9.4,44.5,26.2,28.7
168.9,470.8,48554,27.2,14.5,38,22.9,17.7
191.7,497.6,51839,35.4,7.9,34.6,20.3,16.3
177.1,459.5,53519,18.4,25.1,30.7,18.1,18.6
165.5,469.8,52626,26.8,18.1,36.1,18.2,14.1
180.4,587.4,53277,36.7,12.7,40.7,18.6,14.2
165.1,432.2,41662,34.6,13.4,44,21.9,17.5
181.2,430.1,44780,29.1,10.1,38.9,23.7,18
169,453.6,44841,33.4,15.2,39.3,20.7,17.7
141,403.7,51754,36,12.9,32.9,12.8,10.9
162.4,479.7,62526,29.3,19.2,21.5,7.3,8.5
178,405.2,51470,33.8,15.6,35.8,11,10.9
170.1,403.1,86354,28.5,15.2,19.4,7.3,6.9
217.2,493.1,34116,43.6,6.4,46.4,31,24.8
185,456.6,43602,39.7,10.1,36.2,19.5,18
189.4,426,47369,42.8,13.1,32,15.4,14.6
203.2,498.3,39757,44.9,8.9,39.1,22.6,21.5
192.1,489.6,34216,32.3,13.9,31.3,18.6,29.9
189.7,484.8,52650,43.9,11.6,30.7,14.2,8.3
185.2,427.9,41983,43.5,9.4,37.7,18.8,16.1
213.3,500.2,46484,48.1,8,37.4,21.5,15
189,458.9,58558,34,18.4,27.7,16,14.4
172.8,472.5,46177,47.5,6.7,35.1,19.6,13.5
190.1,462.1,50302,45.1,10.7,34.2,17.8,11.3
200.6,471.1,42029,36.4,11.5,40.9,23.2,18.2
178.7,479.5,62158,34,18.3,27.6,14.9,11.2
224.3,488.5,49453,40.6,10.3,35.8,20.3,13.7
178.3,445.6,42645,46.5,9.5,39.2,22,15.9
203,459.8,41547,50.3,8.5,36.7,19.7,18.1
184.6,476.5,39881,44.9,8.4,38.8,19.7,15.4
187.1,485,44138,28.3,18,37.3,22.5,19.6
179.6,439.3,46610,49.9,7.7,35.3,18.7,12.2
188.6,446.9,53026,44.2,11.1,32.7,14.7,11.7
152.1,460.5,97802,20.6,33.3,17.1,7.5,4.8
193.7,479.9,49234,39.5,13.4,36.1,16.7,13.9
173.4,459.5,59921,34.4,17.5,30.5,16.4,9.6
194.3,441.6,44947,46.7,10.4,40.5,24.3,15.8
181.2,359.6,54666,40.8,11.5,28.9,14.3,10.5
201,456.2,36675,40.5,8.4,44.2,24.7,26.1
142.4,441,72264,27.3,23.8,25,10,7.8
159.2,437.3,59382,25.6,19.4,29.4,15.2,13.2
215.8,473.4,41940,43.1,8.5,42.4,25.7,17.2
185.1,467.1,48973,27.1,21.5,32.7,20.4,17.6
175.7,431.9,51498,36.1,16.2,30.2,14.7,12.7
185.1,433.4,45195,49.2,7.2,34.1,19.1,19
201.4,445.5,42582,48.7,5.4,37.7,19.3,16.9
162.8,386.3,53645,43.9,10.2,31.8,14.8,10.2
199.8,427,41611,43.1,7.5,44.1,26.7,19.3
205.9,460.6,42374,43.7,10.1,39.7,21.6,17.5
147.4,316.5,50069,35.1,5.3,19.7,11.2,12.4
206.3,463.7,47824,48.1,8.6,35.3,19.2,13.4
210.9,445.6,41161,41.8,10.9,42.2,25.8,20
194.7,462.5,40148,42.5,9.6,39.7,21.6,20
179.5,514.7,46908,41.2,14.6,32,17.2,15.1
182.5,483.8,58697,33.9,17.3,28.7,13.6,8.9
201.5,445.7,41608,43.1,9.3,42.6,23.4,17.5
188.8,478.5,57308,37.2,14.9,31.8,17.5,13.5
205.6,460.6,50753,49.4,10.2,33.3,17.1,17
182.1,465.9,52331,33.4,14.2,34.2,18.5,14.7
196.2,370.7,42344,31.2,14.7,37.8,22.4,20.7
197,449.1,52996,40.7,12.2,31.3,16.1,12.6
190.7,463.1,41316,38.1,14.2,40.7,24.3,18.9
202,502.1,42240,42.6,7.5,41.2,23.4,21.3
167.4,460.9,68405,32.4,20.9,24.3,11.2,7
206.9,435.2,38081,43.5,8.3,45.9,27.4,22.6
181.9,443.1,52606,49.1,9.9,27.6,12.1,8.9
177.8,449.5,51868,36.9,13.3,31.9,16.3,10.6
188.9,423.2,40646,51.2,6.7,41,20.7,15.7
186.9,451.9,42994,28.8,15.3,37.8,22.4,19.7
187.9,438.4,37923,47.5,7.2,43.1,24,18.1
185,456.7,49846,46.2,8.9,32.9,16.8,12.1
211.5,466.1,41814,42.9,9.8,41.9,25.1,19.1
122.5,355.1,43953,52.1,5.7,42.1,21,16.3
185.3,457.1,50345,38.6,13.7,35.3,15.4,10.1
215.5,451.2,47358,50.1,8.4,37,19,12.3
200.6,443.4,43341,43.9,7,40.4,24.7,17.8
197.4,460.5,54868,42.9,11.2,31.9,17.1,13.2
217.9,468,40512,42,7.1,47.6,31.4,21.9
186.3,458.7,52047,37.8,16.2,28.9,15.5,14.2
192.7,471.1,49516,46,8.1,36.2,19.6,13
154.6,425.6,56519,42.8,11.9,24.2,9.1,7.8
186,445.1,41948,41.2,10.5,40.1,21.1,15.9
203.9,449.2,42466,42.8,9.3,40.4,24.8,19.2
193.8,424.2,46447,43,9.7,33.5,16.9,14.5
203,503,37625,40.5,8.6,46.2,29,27.2
174,439,45003,46,9.4,34.4,18,17.5
167.3,405,50774,44.1,9.7,28.9,14,10.7
176.4,449.3,47745,38.3,14.4,34.9,18.6,14.9
178.1,437.5,50453,32.3,19.4,32.3,17.6,13.4
187,478.5,43160,45.2,12.1,38.5,22.3,17.2
168.7,447.1,46128,46.9,9.9,34.9,18.3,13.4
165.7,459.6,69900,36.8,17.9,24.4,12.8,7.7
172.1,425,49565,48.7,9.4,36.5,18,10.1
184.3,456.6,37633,45.9,5.8,44.5,27.4,23.7
160.4,444.5,72973,26.8,25,20.8,9.6,5.8
186.2,475.4,45048,41.5,11.8,39.2,20.7,15.7
170.3,417.8,50106,41,13.3,29.6,15.2,13.9
185.1,412.3,42214,45.4,9.3,36.2,18.7,14.2
173,403,54996,31.3,18,24.2,10.6,13.5
190.6,461.7,47905,48.2,9.7,28.5,12.4,10
220.9,416.8,31386,42.6,10,41.9,29.4,27.2
159.5,447.6,51885,40.6,14.7,35.5,16.4,16.6
151.7,442,35910,40.8,9.6,43.4,25.4,21.8
181,360.4,56664,37.7,14.6,26.9,12.9,10.5
182.4,415.1,46625,40.4,11.6,27,15.8,15
180.2,472.6,44309,39.4,12.2,41.1,19.9,18.4
191.7,440.5,38187,33.4,13.5,38.9,19.6,19.1
211.4,429.4,39933,41.2,11.3,37.2,21.4,23.5
150.3,457.3,39743,33.1,13.9,48,21.3,15.8
185.4,444.1,44010,28.5,11.7,40.6,20.9,16.8
145.5,429.2,66315,19,26.1,24.6,13.9,12.5
144.6,375,33387,36.1,10.7,46.6,11.9,23.3
168.6,466.8,52903,29.8,14.9,34.6,18.9,15.4
165.3,470.7,60179,42,12.6,28.6,11.4,10.8
182.1,501.2,52385,29.8,22.1,31.2,14,13.1
171.1,458.5,44326,49.4,10.5,38.8,16.9,13.8
180.2,476.1,51041,39.2,15.3,36.9,16.8,11.7
151.2,479.9,46890,50.8,8.5,34.9,15.3,13.6
162.4,472.4,55936,38.4,15.1,32.6,17.4,14.3
179.4,478.4,43343,48.2,13.1,38.3,18.7,15
183.8,484.4,47242,48,11.7,37.7,17.4,12.9
168.7,500.5,77823,30.7,22.8,24.5,9.3,6.6
169.7,509.4,60851,34.9,21.1,27.6,11.2,8.9
168.5,488.3,42703,46.3,12,39.9,17.6,15.3
159.6,560.4,40257,48.7,11.7,44.4,18.2,14.2
191.8,496.1,49252,46.2,9.6,37.6,17.4,13
142.4,442.6,51573,31.6,21.7,21.4,8.4,17.9
159.1,486.2,85613,23.2,29.3,21.9,9.3,7.3
179.4,495.4,43202,47,12.3,36.2,16.8,15.1
183,473.5,40230,50.9,9.2,41.6,21.8,16.5
196.6,486,44224,45.6,11.3,36.7,17.4,17.4
175.2,515.2,46938,45.7,13.2,30.3,13.7,14.3
191.8,481.8,43969,45,12.4,38.6,19.5,14.9
154.6,460.3,62692,35,20.3,26.6,10.5,9.1
169.1,457.2,52967,34.8,17.6,32.4,16.2,13.4
187.4,525.2,62867,31.8,21.1,29,14.6,11
189.9,514.8,46965,50.4,11.6,35.2,16,10.5
182.5,478.6,45476,40,16.9,36.7,19.4,16.4
198.7,495.6,36902,49.9,9.7,41.3,21.9,20.2
206.5,462.1,37794,53.6,5.7,56.2,18.9,21.9
162.2,468.5,50434,43.9,12,31,13.3,11.9
177.5,458.9,48084,51.1,8,37.5,17.9,13.3
193.5,501.4,49897,47.3,11.6,36.2,17,16.5
172.7,423.7,44531,51.7,9.1,38.2,17.9,15.1
151.6,425.1,42611,43.9,13.5,31.1,13.4,17
183.2,495.4,43810,51.2,9.7,37,17.9,13.3
162.9,393.5,48944,51,8,31.9,13.1,12.3
178.3,482.8,45098,37.7,16.3,35.1,17,15.4
157.6,449.7,57369,38.2,16.4,29.5,15,10.5
186.1,493.6,44903,45,13.2,39.9,20.3,13.2
172.8,471.7,53861,43.9,12,33.1,15.3,10.9
168.4,484,58283,33.1,17.3,32.8,17.9,12.8
181.1,500,44222,39.5,13.3,37.1,18.1,15.8
178.5,521.8,45211,41.1,13,34.4,17.2,16
170.4,465.6,44723,48.2,10,39.1,18.5,16.6
186.7,501.6,43559,44.4,13.9,38,19.2,14.6
168.3,485.2,40957,50.2,8.2,39.6,18.9,16.3
180,460.1,59492,36.6,14.9,31.6,16,13.3
161.8,490.8,79576,24.8,26.3,24.3,9.6,7.1
152.6,490.8,54547,39.8,15.9,32.1,13.7,11.2
172.7,525.7,61510,35.3,17.2,30.1,13.5,10
177.5,471.7,40429,50.3,9.4,37,16,15.9
189.7,479.1,54920,46,10.6,27.5,11.1,8.7
211.7,533.5,39037,33.8,14.9,41.3,27.6,25.8
157.4,461.5,58375,35.8,14.7,35.9,16.1,10.6
191.9,456.5,40323,48.2,9.2,40.6,18.5,14.3
186.6,485.5,43169,47.7,9.8,36.7,16.6,13.5
159.2,474.1,49117,46,10,29.6,13.4,13.1
159.4,455.9,45706,49.3,9.9,37.2,16.4,13.5
186.2,538.3,44191,49.1,9.8,39.2,13.8,14.4
163.6,434.1,49552,46.7,10.8,34.3,14.9,12.8
174.7,487.3,47360,44.6,12,36.5,16.9,16.3
144.9,432.9,47996,41.2,12.3,31.3,13.8,13.4
199.4,487.7,43810,49.7,10.7,41.3,20.3,16.2
179.3,496.8,44651,47.2,11.7,36.9,14.8,14.1
186.3,482.5,55796,39.3,18.1,32.5,13.3,10.7
179.4,437.2,48663,44.3,11.7,39.6,19,13.9
175.3,476.6,53536,38.9,17.1,35,14.7,10.1
191.7,529.8,55882,48.2,12.2,35.1,16.2,10.9
170.2,488.7,58471,41,14.9,30.1,15,10.2
142.2,473.2,68246,22.4,23.9,27,11.1,8
184.1,491.8,61923,28.6,19.4,29.9,12.6,9.3
164,469,69203,23.1,26.4,30.1,11,9.5
173.6,473.3,47278,28.8,16.2,35.7,21.3,18.3
162.2,492.3,70705,23.3,25.8,27.3,11.2,10.4
183.7,430.9,35525,37.5,8.6,43.8,25.9,21.4
164.3,384.5,48537,31,15.9,35.8,18.8,16.6
197.6,400.8,25530,39.4,10,47.8,30.1,39.9
177.3,475.4,43124,31.5,12.6,35.2,19.8,16.7
187.5,437.6,30349,25.2,12.5,48.2,28.5,29.7
212.1,396.7,32205,37.5,9.1,43.4,25.6,27
146.9,442.1,55427,23.4,23.1,38.4,16.8,12.9
175.8,462,52436,31.1,14.7,30.4,16.2,13.7
150.9,468,41209,37.2,11,38.2,18.9,19.3
173.7,462.1,52752,21.6,25.9,28.8,15,16.8
187.8,494.2,38947,36.9,10.3,40.5,24.5,22.3
215.6,492.8,37537,36.5,9.3,42.8,26.7,22.5
206.2,428.1,34949,39.6,7.7,40.7,26.8,26.4
194.1,479.9,32268,36.4,9.2,48.4,25.9,27
211.7,459,35558,37.9,8.8,45.3,29,23
206.8,451.3,35640,36.5,11.6,40.9,24.6,25.3
204.7,425.3,30516,38.9,6.2,49.1,32.1,29.8
172.9,483.1,56388,29.2,15.8,28.3,15,12.8
157.8,399.8,44129,36.3,11.4,34.9,19.2,17.5
201.9,460.4,35490,39.8,8.6,43.2,26.3,23.1
195.5,443.6,42232,33.7,13.9,38.6,23.5,19.5
190.9,484.6,44283,31.3,15.4,43.9,21.4,19.6
175.4,461.7,49659,26.3,20.7,29.3,16.5,14.7
183.2,389.4,48140,36.4,10,34.8,15.8,16.2
160,419.3,53203,31.9,15.6,37.5,19.2,14
159.3,412.1,47227,36,11.1,32.2,19,16
182.1,435.6,46705,31.8,10.7,31.9,18.6,17.3
215.5,403.3,40796,38.7,10.8,33.4,16.9,16.3
131.2,368.1,32215,24,11.8,38.8,28.9,34.5
182.2,466,37801,36.5,9.9,35.8,23.3,23.9
136.9,305.1,58425,28.4,15.4,23.4,9.4,8.6
179,374.4,39256,44,9.7,39.7,21.5,19.1
163.3,376.9,42966,33.1,9.4,35.4,23,19.4
183,445.8,77281,31.8,13.4,26.5,16.6,10.7
174.1,454.8,38465,33.4,12.1,38.1,22.5,20.1
192.3,441.6,39025,40.1,11.6,38.2,18.6,22
167.3,421.4,50993,39.5,11,35.1,16.3,13.5
187.5,437.3,39870,29.7,7.4,35.3,21.6,20.7
151.8,448.8,41593,33.5,14.3,33.3,10.6,14.9
182.5,394.5,37497,41.1,9.2,44.3,22.8,22.6
187.2,389.8,38655,32.7,10.9,37.1,21.6,19.3
177.4,393.8,46484,38.8,14,31.7,16.5,16
158.3,410.9,64533,25.5,22.9,28,12.5,9.2
197.7,432.1,38280,37,11.5,36.1,17.9,19.7
156.8,330.7,40837,30.1,8.2,43.9,24.3,26.5
169.2,428.1,57378,32.1,14.7,32.1,16.8,15.3
184.5,446.1,47018,30.3,10.5,26.9,10.6,14.8
192.3,342.6,32722,30.9,11.6,47.7,26.4,20.9
150.1,367,61098,30.4,9.4,23,14.8,9.5
165.6,360.8,49614,27.2,8.9,22.2,15.3,13.7
174.1,334.7,36627,30.7,9.2,40.3,28.3,24.1
177.9,537.2,43523,33.3,9,30,21.8,12.4
165.4,437.5,41876,37.4,8.2,33.2,18.4,20.2
180.8,402,41499,30.8,10.8,33.2,23.1,19.2
184.1,382,38304,33.6,14.4,39.9,21.1,20
167.1,429,45717,37.5,10.7,35,18.8,18
151.4,300.1,35924,28.3,11.4,38,17.3,22.1
148,328.3,36856,29.8,7.2,40.3,30.4,25
202.7,386.3,37263,33.5,9.6,39.2,21.7,19.4
166.7,323.8,35069,33.3,5.7,39.8,22.1,26
196.8,428.7,36591,35.9,10.5,46.4,28.3,19.9
190.1,436.4,55555,28.7,10.6,25.3,15.8,12.8
122.6,261,35554,28.8,20.8,42.7,15.6,22.5
175.4,436.2,61157,29.7,14.9,24.9,14.4,11
142.9,380.9,40081,24.5,14.7,33.8,23.3,23.4
144.8,388.1,41914,27.1,18.5,27.3,15.6,21.8
151.9,374.9,35491,37.7,8.8,38.9,19.5,23.7
179.1,410.4,43211,35.2,10,36.3,19.1,17.1
158.1,386.3,49830,36.9,11.5,32.8,14.9,10.9
163.3,418.6,44519,33.4,11.7,35.2,14.1,15.4
173.5,376.7,36898,29.1,12.9,41.4,25.2,23.7
133.4,399,88516,17.5,28,17.3,9.8,8.8
156.3,413.3,42099,33.5,11,43.3,26.9,16.4
180.2,410.4,46526,33.9,8.7,33.4,15.2,16.7
155.7,344.1,34206,33.8,7,38.3,24.9,26
164.8,331.1,50709,27.9,8.5,26.1,18.6,14
191.2,443.8,58333,24.5,19.1,25.6,13.9,14.3
164.8,259.5,49947,27.8,5.4,36.9,22.7,28
157.5,414,52814,26.6,22.7,39.4,17.5,12.5
139.8,435,49369,39.5,9.1,37.6,15.4,15.3
179.2,369.7,42291,33.7,10.1,35.7,22.6,18.3
178.7,512.8,49012,33,9.8,32.5,17.2,14.2
182.3,461.9,49261,32,13,33.4,17,15.3
189.9,441,50020,28.2,14,32.5,20,18.2
198.4,352.5,44795,35.9,7.7,30.8,16.3,18.6
162.9,424.4,61825,29.7,17,26.2,12,10.4
173.4,400.8,40213,32.2,9.1,33.8,22.4,24
223.2,415.8,33324,27.9,8.9,42.7,26.9,24.5
182.8,423.4,41207,33.2,15.4,42.1,18.9,16.2
129.1,448,50698,29.6,15.1,27.1,16.1,12.7
142.3,410.4,36992,33.1,13.9,39.5,20.2,18.7
190.7,459.5,53872,38.2,10.8,27.8,14.1,12.9
161.4,433.8,54230,23.3,18.9,27.5,19.8,17.3
176.3,429.7,48461,34,14,31.5,17.9,17.1
116.7,275.7,64182,34.3,16,28.3,11.6,10.5
172.4,387.4,35607,32.6,10.3,44.1,23.9,25.1
149.5,399.8,59569,21.4,25.1,20.6,10.6,17.5
189.7,411.7,66505,25.8,19.9,23,9.4,8.9
190,457.8,40921,34.3,11.5,39.3,21.8,20.2
123,341,34368,23.2,11.9,37.3,28.2,33.5
186.4,440.9,41521,33.1,9.9,38.9,22,21.8
155.2,390.1,50124,26.2,11.2,29.6,17.8,14.4
167.2,438.5,55472,28.4,17.1,36.3,16,12.4
181.2,409.9,44076,37.3,10.5,35,19.9,20.3
176.8,372.1,33698,37.3,10.9,42.6,24.9,25.9
